ID,Francs,Rappen
194274,17,45
194275,15,60
194276,10,65
194277,13,15
194278,39,0
194279,14,75
194280,26,90
194281,44,50
194282,33,50
194283,44,40
194284,44,0
194285,19,95
194286,17,25
194287,47,75
194288,46,90
194289,12,0
194290,33,45
194291,46,50
194292,23,40
194293,18,95
194294,25,40
194295,42,80
194296,39,15
194297,16,85
194298,25,25
194299,44,30
194300,40,95
194301,15,85
194302,44,55
194303,10,85
194304,10,65
194305,43,60
194306,41,35
194307,44,95
194308,12,10
194309,43,60
194310,38,95
194311,11,60
194312,46,65
194313,17,15
194314,22,60
194315,47,60
194316,28,60
194317,14,0
194318,25,80
194319,25,0
194320,38,20
194321,12,10
194322,49,10
194323,25,0
194324,20,15
194325,28,65
194326,11,45
194327,18,40
194328,22,90
194329,16,75
194330,32,90
194331,35,50
194332,11,70
194333,28,0
194334,21,35
194335,35,75
194336,12,90
194337,28,65
194338,34,70
194339,46,75
194340,40,55
194341,38,90
194342,47,75
194343,23,20
194344,48,20
194345,23,95
194346,42,15
194347,48,40
194348,28,55
194349,38,85
194350,21,5
194351,17,60
194352,45,95
194353,49,40
194354,23,25
194355,20,55
194356,38,55
194357,28,90
194358,15,35
194359,20,90
194360,46,65
194361,45,70
194362,15,40
194363,29,25
194364,47,95
194365,47,90
194366,12,75
194367,39,45
194368,28,95
194369,21,30
194370,32,75
194371,32,40
194372,16,15
194373,29,65
194374,26,50
194375,18,65
194376,30,80
194377,19,45
194378,45,85
194379,14,25
194380,12,90
194381,41,5
194382,18,15
194383,41,20
194384,18,5
194385,34,80
194386,26,30
194387,17,60
194388,17,50
194389,33,55
194390,29,35
194391,39,30
194392,35,20
194393,24,55
194394,45,40
194395,40,55
194396,49,35
194397,32,10
194398,44,50
194399,19,30
194400,30,35
194401,18,95
194402,12,95
194403,29,65
194404,36,65
194405,23,5
194406,27,40
194407,24,70
194408,11,80
194409,47,75
194410,37,45
194411,15,60
194412,15,40
194413,14,60
194414,38,20
194415,31,50
194416,22,70
194417,11,45
194418,41,5
194419,49,10
194420,31,30
194421,48,75
194422,37,40
194423,12,65
194424,36,15
194425,26,25
194426,28,65
194427,43,10
194428,31,70
194429,11,25
194430,38,10
194431,26,20
194432,28,25
194433,19,90
194434,24,40
194435,43,5
194436,31,85
194437,20,70
194438,42,55
194439,24,35
194440,34,0
194441,12,0
194442,31,85
194443,45,45
194444,18,5
194445,14,40
194446,22,35
194447,44,85
194448,35,55
194449,28,80
194450,11,95
194451,46,20
194452,23,25
194453,18,45
194454,28,95
194455,40,45
194456,24,25
194457,15,50
194458,45,85
194459,31,60
194460,20,65
194461,40,65
194462,28,35
194463,37,30
194464,25,30
194465,43,0
194466,39,20
194467,30,40
194468,26,70
194469,30,40
194470,25,25
194471,42,70
194472,34,5
194473,34,30
194474,47,80
194475,43,40
194476,20,50
194477,41,45
194478,26,5
194479,44,50
194480,14,95
194481,38,95
194482,18,35
194483,27,0
194484,49,0
194485,10,35
194486,28,10
194487,38,0
194488,33,25
194489,25,50
194490,20,85
194491,46,5
194492,22,80
194493,44,15
194494,32,95
194495,43,15
194496,39,60
194497,11,30
194498,34,70
194499,19,45
194500,27,25
194501,28,80
194502,37,65
194503,21,80
194504,11,80
194505,10,35
194506,25,75
194507,18,75
194508,29,40
194509,47,5
194510,49,65
194511,43,80
194512,15,10
194513,28,55
194514,16,5
194515,39,5
194516,20,60
194517,27,60
194518,35,15
194519,31,95
194520,25,90
194521,41,60
194522,36,70
194523,18,25
194524,17,10
194525,46,90
194526,14,65
194527,21,70
194528,27,20
194529,43,40
194530,29,80
194531,24,0
194532,40,50
194533,36,40
194534,18,55
194535,36,95
194536,36,75
194537,14,90
194538,41,65
194539,16,20
194540,33,50
194541,36,20
194542,35,25
194543,10,10
194544,33,15
194545,45,55
194546,37,25
194547,12,50
194548,19,60
194549,45,75
194550,24,5
194551,36,70
194552,49,55
194553,49,95
194554,27,80
194555,22,75
194556,12,35
194557,42,5
194558,32,60
194559,17,15
194560,41,30
194561,27,75
194562,22,80
194563,39,5
194564,11,90
194565,34,80
194566,31,30
194567,19,70
194568,36,0
194569,47,0
194570,37,25
194571,21,65
194572,31,65
194573,38,25
194574,18,85
194575,33,25
194576,34,60
194577,24,20
194578,18,80
194579,11,85
194580,34,75
194581,34,65
194582,25,50
194583,42,85
194584,34,75
194585,26,0
194586,10,40
194587,29,55
194588,17,35
194589,34,10
194590,39,80
194591,48,75
194592,39,0
194593,19,85
194594,21,60
194595,13,90
194596,41,45
194597,32,70
194598,38,15
194599,37,90
194600,48,10
194601,46,40
194602,40,35
194603,35,65
194604,26,70
194605,11,50
194606,47,75
194607,10,60
194608,29,95
194609,49,10
194610,30,15
194611,12,40
194612,19,60
194613,36,75
194614,17,0
194615,23,15
194616,13,90
194617,44,65
194618,21,55
194619,29,0
194620,28,20
194621,21,65
194622,25,55
194623,17,60
194624,25,75
194625,30,80
194626,40,45
194627,37,90
194628,41,30
194629,25,5
194630,43,50
194631,34,80
194632,40,65
194633,41,50
194634,11,20
194635,29,55
194636,37,65
194637,35,60
194638,48,30
194639,18,50
194640,32,45
194641,31,5
194642,48,55
194643,46,50
194644,36,80
194645,43,75
194646,18,60
194647,25,10
194648,36,85
194649,12,85
194650,19,0
194651,39,5
194652,47,70
194653,33,80
194654,32,95
194655,26,0
194656,32,50
194657,34,45
194658,36,15
194659,25,80
194660,38,70
194661,22,85
194662,38,45
194663,18,70
194664,21,10
194665,18,35
194666,47,65
194667,36,15
194668,32,95
194669,20,30
194670,36,55
194671,10,50
194672,33,65
194673,44,75
194674,16,80
194675,36,90
194676,12,75
194677,45,30
194678,37,95
194679,36,65
194680,21,50
194681,16,0
194682,39,55
194683,32,40
194684,17,45
194685,21,30
194686,16,75
194687,42,30
194688,48,40
194689,42,70
194690,38,0
194691,20,10
194692,41,95
194693,10,95
194694,30,80
194695,45,40
194696,41,30
194697,36,25
194698,39,85
194699,32,90
194700,30,65
194701,49,15
194702,34,60
194703,38,35
194704,49,65
194705,28,75
194706,46,80
194707,15,90
194708,46,85
194709,25,35
194710,24,85
194711,32,30
194712,15,45
194713,39,25
194714,43,70
194715,41,0
194716,49,45
194717,25,45
194718,26,60
194719,46,60
194720,25,75
194721,39,20
194722,18,45
194723,24,75
194724,38,15
194725,23,65
194726,10,30
194727,38,40
194728,16,45
194729,17,30
194730,44,80
194731,25,0
194732,16,55
194733,17,10
194734,24,55
194735,49,5
194736,39,70
194737,22,55
194738,23,50
194739,40,0
194740,33,45
194741,48,65
194742,36,65
194743,40,85
194744,45,55
194745,48,80
194746,40,85
194747,29,60
194748,41,70
194749,27,10
194750,23,0
194751,38,35
194752,28,40
194753,18,60
194754,40,50
194755,12,60
194756,33,0
194757,46,45
194758,24,55
194759,43,85
194760,37,80
194761,33,95
194762,47,40
194763,27,80
194764,10,75
194765,11,40
194766,47,70
194767,21,75
194768,24,90
194769,10,15
194770,39,15
194771,30,70
194772,32,80
194773,21,45
194774,27,50
194775,31,70
194776,25,35
194777,40,95
194778,30,90
194779,42,0
194780,19,0
194781,44,90
194782,10,25
194783,42,70
194784,16,65
194785,33,85
194786,25,55
194787,17,95
194788,15,15
194789,37,65
194790,17,5
194791,42,35
194792,18,60
194793,42,65
194794,31,85
194795,12,75
194796,45,50
194797,45,5
194798,21,30
194799,18,85
194800,42,80
194801,28,15
194802,26,10
194803,40,85
194804,30,70
194805,11,85
194806,12,90
194807,46,35
194808,41,5
194809,22,75
194810,13,15
194811,44,85
194812,46,20
194813,22,70
194814,31,40
194815,22,65
194816,16,50
194817,11,40
194818,42,90
194819,12,80
194820,14,20
194821,47,5
194822,22,45
194823,26,0
194824,41,45
194825,16,60
194826,39,15
194827,40,5
194828,26,60
194829,23,30
194830,32,35
194831,43,65
194832,38,35
194833,32,80
194834,40,75
194835,12,10
194836,48,55
194837,30,15
194838,33,40
194839,10,90
194840,11,70
194841,17,65
194842,17,10
194843,17,80
194844,19,55
194845,39,80
194846,22,75
194847,28,10
194848,18,95
194849,40,30
194850,48,90
194851,13,85
194852,13,40
194853,14,25
194854,28,80
194855,24,60
194856,15,40
194857,33,90
194858,10,5
194859,44,25
194860,31,25
194861,31,70
194862,10,55
194863,16,50
194864,40,65
194865,32,75
194866,22,35
194867,20,40
194868,19,35
194869,19,25
194870,42,40
194871,45,50
194872,42,30
194873,20,35
194874,49,50
194875,38,25
194876,20,75
194877,23,25
194878,29,5
194879,27,45
194880,47,95
194881,45,80
194882,17,75
194883,16,50
194884,15,40
194885,11,20
194886,41,70
194887,12,90
194888,18,45
194889,25,40
194890,25,60
194891,48,85
194892,10,5
194893,27,5
194894,14,40
194895,36,90
194896,27,35
194897,49,95
194898,26,25
194899,18,15
194900,20,40
194901,44,80
194902,49,60
194903,24,90
194904,25,95
194905,13,75
194906,39,75
194907,21,80
194908,11,15
194909,14,95
194910,39,95
194911,15,10
194912,46,90
194913,12,65
194914,43,5
194915,33,90
194916,38,55
194917,30,75
194918,48,65
194919,21,55
194920,21,50
194921,38,80
194922,27,15
194923,40,30
194924,28,75
194925,42,45
194926,49,60
194927,30,15
194928,16,10
194929,11,70
194930,31,70
194931,10,95
194932,34,10
194933,38,20
194934,27,60
194935,20,50
194936,30,0
194937,28,70
194938,24,30
194939,41,15
194940,11,85
194941,48,95
194942,31,5
194943,15,80
194944,46,85
194945,37,90
194946,33,10
194947,19,40
194948,33,90
194949,17,25
194950,42,20
194951,16,55
194952,20,85
194953,34,40
194954,44,35
194955,37,55
194956,21,75
194957,14,85
194958,21,35
194959,33,25
194960,19,75
194961,26,85
194962,36,80
194963,30,60
194964,29,10
194965,37,95
194966,49,95
194967,44,0
194968,20,55
194969,47,45
194970,32,5
194971,45,70
194972,41,10
194973,25,30
194974,15,60
194975,40,5
194976,11,0
194977,24,90
194978,30,0
194979,42,20
194980,18,90
194981,47,95
194982,17,40
194983,27,45
194984,32,75
194985,37,10
194986,27,50
194987,11,65
194988,33,55
194989,45,60
194990,23,75
194991,23,85
194992,10,85
194993,21,5
194994,13,80
194995,48,5
194996,28,90
194997,28,5
194998,15,70
194999,15,20
195000,44,40
195001,23,45
195002,37,95
195003,20,30
195004,45,80
195005,39,90
195006,30,5
195007,29,90
195008,41,85
195009,13,5
195010,14,85
195011,46,5
195012,29,35
195013,32,40
195014,34,55
195015,29,90
195016,30,65
195017,30,80
195018,47,90
195019,20,55
195020,32,75
195021,27,95
195022,32,70
195023,46,80
195024,15,95
195025,37,75
195026,47,80
195027,11,85
195028,28,40
195029,34,75
195030,13,85
195031,49,10
195032,38,90
195033,14,90
195034,18,0
195035,33,30
195036,27,40
195037,25,55
195038,35,20
195039,33,90
195040,48,35
195041,12,60
195042,27,80
195043,33,20
195044,30,60
195045,46,0
195046,47,30
195047,14,35
195048,30,40
195049,44,25
195050,37,35
195051,33,40
195052,28,10
195053,46,80
195054,21,90
195055,22,20
195056,32,15
195057,10,10
195058,36,15
195059,18,30
195060,19,90
195061,31,50
195062,27,25
195063,35,40
195064,29,10
195065,17,30
195066,20,45
195067,21,60
195068,29,20
195069,17,15
195070,22,15
195071,13,5
195072,27,10
195073,40,30
195074,26,70
195075,36,15
195076,32,90
195077,17,5
195078,29,80
195079,10,60
195080,27,55
195081,18,15
195082,33,50
195083,24,65
195084,48,35
195085,24,55
195086,44,30
195087,31,45
195088,31,50
195089,20,65
195090,47,80
195091,18,55
195092,30,80
195093,19,40
195094,37,80
195095,26,40
195096,40,80
195097,36,30
195098,35,65
195099,14,50
195100,38,50
195101,24,45
195102,29,70
195103,20,45
195104,35,25
195105,27,40
195106,13,75
195107,25,10
195108,46,10
195109,43,90
195110,24,90
195111,38,65
195112,31,65
195113,12,75
195114,45,95
195115,15,80
195116,30,70
195117,22,40
195118,14,0
195119,44,95
195120,10,10
195121,43,80
195122,23,25
195123,17,90
195124,34,30
195125,38,65
195126,18,85
195127,15,55
195128,17,55
195129,42,55
195130,42,35
195131,44,0
195132,40,85
195133,40,60
195134,16,70
195135,20,0
195136,46,65
195137,13,70
195138,31,10
195139,29,25
195140,23,5
195141,42,0
195142,20,90
195143,23,45
195144,17,55
195145,42,30
195146,19,70
195147,25,15
195148,27,95
195149,19,85
195150,30,0
195151,26,20
195152,38,40
195153,46,20
195154,42,15
195155,37,85
195156,10,50
195157,34,80
195158,36,55
195159,44,20
195160,46,5
195161,24,75
195162,34,60
195163,29,65
195164,21,65
195165,19,0
195166,13,5
195167,16,60
195168,45,10
195169,10,40
195170,15,10
195171,12,65
195172,49,45
195173,38,50
195174,36,45
195175,23,60
195176,48,75
195177,37,15
195178,21,20
195179,40,75
195180,35,15
195181,45,5
195182,41,10
195183,37,10
195184,43,15
195185,33,25
195186,21,85
195187,13,15
195188,38,20
195189,16,30
195190,20,10
195191,35,45
195192,19,50
195193,20,55
195194,39,70
195195,30,15
195196,14,0
195197,17,5
195198,29,45
195199,13,15
195200,15,5
195201,12,50
195202,36,55
195203,49,65
195204,25,65
195205,46,15
195206,10,45
195207,39,10
195208,38,80
195209,41,95
195210,41,0
195211,19,70
195212,44,80
195213,16,5
195214,34,5
195215,36,30
195216,33,95
195217,43,30
195218,14,30
195219,45,5
195220,14,80
195221,24,65
195222,31,20
195223,47,55
195224,44,5
195225,34,20
195226,39,80
195227,47,75
195228,11,0
195229,11,65
195230,15,85
195231,42,5
195232,38,45
195233,40,65
195234,37,60
195235,23,85
195236,22,30
195237,34,60
195238,42,30
195239,26,40
195240,47,70
195241,17,50
195242,39,25
195243,26,0
195244,13,25
195245,15,80
195246,26,25
195247,10,70
195248,32,45
195249,46,90
195250,44,50
195251,39,95
195252,44,85
195253,34,20
195254,31,80
195255,40,75
195256,38,25
195257,39,30
195258,46,20
195259,24,20
195260,27,80
195261,41,45
195262,29,30
195263,18,40
195264,48,25
195265,38,65
195266,38,95
195267,33,55
195268,23,0
195269,34,20
195270,46,25
195271,17,40
195272,18,80
195273,23,90
195274,47,75
195275,12,70
195276,39,10
195277,44,20
195278,45,70
195279,28,35
195280,10,10
195281,14,50
195282,45,50
195283,33,70
195284,19,10
195285,25,90
195286,27,55
195287,44,5
195288,41,25
195289,36,75
195290,25,35
195291,46,55
195292,33,30
195293,46,0
195294,20,70
195295,41,15
195296,46,75
195297,15,40
195298,15,75
195299,18,65
195300,21,70
195301,36,70
195302,25,65
195303,35,10
195304,16,50
195305,20,70
195306,24,5
195307,21,50
195308,27,90
195309,29,60
195310,43,80
195311,33,5
195312,33,5
195313,26,50
195314,35,50
195315,38,40
195316,15,20
195317,44,40
195318,34,0
195319,38,40
195320,37,65
195321,38,5
195322,41,5
195323,47,25
195324,15,50
195325,25,65
195326,43,10
195327,12,35
195328,17,25
195329,32,60
195330,20,0
195331,46,45
195332,25,80
195333,10,65
195334,42,70
195335,15,70
195336,16,35
195337,37,85
195338,31,10
195339,48,25
195340,20,20
195341,43,85
195342,31,55
195343,11,25
195344,12,85
195345,49,50
195346,16,80
195347,48,55
195348,19,20
195349,34,65
195350,47,10
195351,10,65
195352,28,30
195353,11,40
195354,45,65
195355,36,40
195356,46,10
195357,39,40
195358,27,15
195359,25,0
195360,46,90
195361,21,0
195362,37,85
195363,43,5
195364,46,5
195365,43,75
195366,23,95
195367,14,40
195368,39,80
195369,40,80
195370,41,55
195371,17,45
195372,28,85
195373,16,30
195374,23,65
195375,45,40
195376,32,45
195377,44,70
195378,29,55
195379,30,5
195380,11,85
195381,12,15
195382,13,95
195383,35,80
195384,40,35
195385,26,10
195386,39,45
195387,40,65
195388,14,40
195389,24,65
195390,19,5
195391,14,40
195392,33,30
195393,36,55
195394,23,10
195395,25,35
195396,27,25
195397,25,0
195398,24,10
195399,38,65
195400,17,30
195401,46,45
195402,10,10
195403,49,25
195404,11,95
195405,39,85
195406,21,75
195407,14,25
195408,11,70
195409,47,20
195410,38,65
195411,20,15
195412,22,65
195413,27,55
195414,28,80
195415,49,90
195416,21,35
195417,41,40
195418,48,5
195419,22,5
195420,33,50
195421,17,85
195422,31,85
195423,44,80
195424,27,65
195425,29,75
195426,21,85
195427,44,20
195428,28,55
195429,47,75
195430,43,55
195431,22,10
195432,13,55
195433,38,80
195434,27,20
195435,18,30
195436,24,15
195437,46,80
195438,23,55
195439,11,85
195440,30,55
195441,48,80
195442,42,20
195443,31,75
195444,35,60
195445,36,80
195446,46,75
195447,23,25
195448,30,80
195449,12,75
195450,20,95
195451,16,10
195452,23,50
195453,17,10
195454,29,35
195455,43,10
195456,46,15
195457,17,45
195458,48,65
195459,49,15
195460,13,70
195461,45,70
195462,10,50
195463,41,5
195464,38,30
195465,45,70
195466,25,90
195467,12,0
195468,24,30
195469,48,45
195470,48,35
195471,46,95
195472,24,20
195473,44,30
195474,11,30
195475,26,70
195476,37,35
195477,43,10
195478,31,95
195479,32,90
195480,25,80
195481,45,40
195482,42,65
195483,28,65
195484,36,70
195485,23,50
195486,12,85
195487,46,30
195488,48,80
195489,36,5
195490,36,0
195491,24,85
195492,10,5
195493,33,20
195494,13,65
195495,20,85
195496,31,25
195497,27,5
195498,24,30
195499,40,85
195500,47,65
195501,34,0
195502,28,60
195503,32,0
195504,15,90
195505,20,30
195506,37,5
195507,17,60
195508,35,10
195509,38,75
195510,12,65
195511,43,65
195512,32,25
195513,40,50
195514,37,10
195515,21,5
195516,27,70
195517,44,60
195518,46,80
195519,19,70
195520,45,20
195521,13,5
195522,32,90
195523,25,45
195524,44,70
195525,17,30
195526,13,95
195527,20,35
195528,37,35
195529,43,65
195530,23,10
195531,40,10
195532,20,70
195533,14,75
195534,25,85
195535,46,70
195536,31,30
195537,39,60
195538,49,40
195539,48,85
195540,31,85
195541,45,80
195542,16,80
195543,45,55
195544,40,35
195545,32,0
195546,23,45
195547,31,85
195548,13,95
195549,17,5
195550,18,35
195551,39,70
195552,48,40
195553,34,40
195554,34,5
195555,10,80
195556,40,70
195557,14,20
195558,27,85
195559,37,95
195560,11,60
195561,31,35
195562,48,85
195563,24,25
195564,32,65
195565,32,40
195566,22,85
195567,44,55
195568,45,55
195569,43,95
195570,10,40
195571,44,5
195572,19,50
195573,25,25
195574,38,40
195575,48,85
195576,24,0
195577,25,30
195578,27,20
195579,32,15
195580,17,15
195581,10,65
195582,10,60
195583,16,35
195584,47,40
195585,24,80
195586,37,45
195587,48,0
195588,14,50
195589,10,60
195590,25,70
195591,36,85
195592,13,90
195593,28,0
195594,14,75
195595,14,15
195596,20,60
195597,47,75
195598,38,45
195599,43,70
195600,22,70
195601,28,50
195602,25,35
195603,31,0
195604,48,95
195605,10,25
195606,33,0
195607,41,55
195608,19,80
195609,30,90
195610,44,45
195611,25,30
195612,37,50
195613,20,75
195614,22,0
195615,38,55
195616,29,35
195617,22,25
195618,32,95
195619,35,55
195620,41,65
195621,10,30
195622,12,95
195623,39,95
195624,44,30
195625,49,65
195626,26,80
195627,38,80
195628,12,45
195629,16,5
195630,24,50
195631,39,30
195632,35,65
195633,20,90
195634,23,50
195635,27,5
195636,18,25
195637,37,10
195638,16,70
195639,44,80
195640,29,75
195641,30,35
195642,34,45
195643,30,85
195644,29,85
195645,41,0
195646,42,30
195647,46,5
195648,32,40
195649,36,40
195650,26,80
195651,25,90
195652,46,90
195653,10,80
195654,24,5
195655,17,30
195656,28,20
195657,14,40
195658,38,30
195659,35,80
195660,19,30
195661,19,5
195662,29,75
195663,17,15
195664,33,55
195665,13,65
195666,31,55
195667,31,35
195668,33,40
195669,34,55
195670,26,65
195671,49,95
195672,31,85
195673,21,55
195674,42,25
195675,38,5
195676,23,25
195677,18,0
195678,12,25
195679,14,20
195680,35,55
195681,45,85
195682,19,90
195683,14,10
195684,34,0
195685,15,75
195686,20,80
195687,33,90
195688,29,90
195689,32,5
195690,31,10
195691,24,75
195692,32,5
195693,36,50
195694,17,80
195695,13,95
195696,37,80
195697,48,40
195698,33,35
195699,46,55
195700,14,65
195701,38,30
195702,14,75
195703,26,0
195704,43,45
195705,32,60
195706,10,20
195707,19,75
195708,13,0
195709,26,80
195710,23,80
195711,21,10
195712,35,20
195713,47,90
195714,42,30
195715,23,65
195716,25,0
195717,33,15
195718,32,55
195719,40,70
195720,31,85
195721,42,50
195722,32,35
195723,12,30
195724,41,5
195725,43,80
195726,39,10
195727,23,45
195728,14,20
195729,24,25
195730,38,60
195731,11,85
195732,27,10
195733,39,5
195734,36,50
195735,34,15
195736,40,40
195737,23,45
195738,38,65
195739,40,55
195740,34,30
195741,33,60
195742,32,40
195743,33,45
195744,11,75
195745,11,40
195746,28,40
195747,38,10
195748,48,95
195749,49,35
195750,36,70
195751,14,40
195752,31,60
195753,31,60
195754,33,50
195755,29,65
195756,40,80
195757,15,80
195758,35,35
195759,18,55
195760,39,90
195761,40,65
195762,40,30
195763,10,0
195764,41,50
195765,26,25
195766,49,85
195767,26,50
195768,31,50
195769,17,40
195770,22,30
195771,45,55
195772,38,45
195773,30,20
195774,31,55
195775,38,85
195776,16,25
195777,48,5
195778,39,65
195779,25,0
195780,34,60
195781,36,70
195782,38,90
195783,15,30
195784,22,70
195785,48,70
195786,29,60
195787,27,20
195788,20,20
195789,17,0
195790,41,80
195791,46,50
195792,25,40
195793,27,45
195794,45,0
195795,37,10
195796,44,90
195797,16,35
195798,27,55
195799,40,15
195800,20,80
195801,45,95
195802,12,0
195803,18,95
195804,12,30
195805,48,95
195806,45,95
195807,42,40
195808,35,80
195809,12,15
195810,33,35
195811,21,45
195812,24,65
195813,25,25
195814,24,35
195815,16,80
195816,10,60
195817,38,10
195818,24,30
195819,27,55
195820,10,90
195821,47,90
195822,38,85
195823,47,55
195824,31,80
195825,39,50
195826,18,85
195827,29,20
195828,43,40
195829,43,65
195830,32,85
195831,42,40
195832,14,80
195833,34,25
195834,25,40
195835,25,60
195836,16,10
195837,39,85
195838,26,65
195839,18,45
195840,28,60
195841,30,10
195842,18,10
195843,45,95
195844,47,85
195845,40,80
195846,20,55
195847,16,35
195848,18,45
195849,47,80
195850,41,55
195851,25,5
195852,14,15
195853,32,80
195854,34,85
195855,19,60
195856,21,90
195857,26,90
195858,43,20
195859,43,65
195860,18,85
195861,48,20
195862,20,65
195863,30,50
195864,11,15
195865,26,85
195866,49,10
195867,43,70
195868,37,30
195869,39,5
195870,36,60
195871,27,45
195872,20,75
195873,41,40
195874,18,70
195875,46,85
195876,49,15
195877,10,5
195878,29,10
195879,27,90
195880,18,45
195881,41,5
195882,14,40
195883,36,70
195884,27,15
195885,46,70
195886,23,55
195887,18,70
195888,30,25
195889,25,0
195890,33,25
195891,29,60
195892,12,30
195893,48,80
195894,37,5
195895,34,50
195896,27,90
195897,31,80
195898,38,40
195899,28,80
195900,28,90
195901,49,30
195902,14,80
195903,34,40
195904,10,90
195905,19,20
195906,29,10
195907,48,0
195908,18,5
195909,21,75
195910,34,10
195911,44,55
195912,46,20
195913,33,70
195914,24,80
195915,32,30
195916,27,90
195917,38,65
195918,12,75
195919,48,30
195920,39,35
195921,30,35
195922,20,45
195923,17,80
195924,15,35
195925,30,95
195926,35,50
195927,26,95
195928,45,20
195929,30,35
195930,28,35
195931,29,15
195932,39,60
195933,34,65
195934,34,35
195935,27,5
195936,47,95
195937,46,0
195938,23,75
195939,19,35
195940,25,15
195941,33,40
195942,43,70
195943,13,20
195944,38,30
195945,29,5
195946,33,85
195947,25,20
195948,31,15
195949,41,80
195950,40,25
195951,37,85
195952,21,25
195953,34,55
195954,42,5
195955,39,90
195956,49,65
195957,47,80
195958,12,95
195959,42,50
195960,37,5
195961,11,10
195962,31,65
195963,24,90
195964,38,85
195965,31,65
195966,33,35
195967,31,5
195968,31,25
195969,48,90
195970,20,45
195971,18,0
195972,44,45
195973,16,60
195974,13,45
195975,25,80
195976,25,55
195977,19,80
195978,39,95
195979,49,30
195980,28,75
195981,48,5
195982,21,90
195983,48,20
195984,33,40
195985,33,40
195986,15,65
195987,11,35
195988,32,20
195989,17,90
195990,49,30
195991,41,60
195992,44,80
195993,44,15
195994,17,45
195995,39,40
195996,26,15
195997,23,30
195998,49,55
195999,22,30
196000,36,30
196001,14,75
196002,15,75
196003,21,0
196004,16,55
196005,30,55
196006,28,75
196007,34,40
196008,23,0
196009,42,5
196010,48,80
196011,15,20
196012,44,20
196013,12,0
196014,35,0
196015,11,60
196016,29,5
196017,11,95
196018,10,60
196019,42,40
196020,44,95
196021,22,0
196022,32,25
196023,30,65
196024,40,85
196025,34,80
196026,43,80
196027,27,55
196028,11,95
196029,40,15
196030,21,75
196031,47,80
196032,11,60
196033,14,65
196034,48,15
196035,40,65
196036,34,80
196037,25,75
196038,20,45
196039,42,70
196040,22,30
196041,12,30
196042,24,60
196043,28,30
196044,24,15
196045,12,15
196046,39,35
196047,44,25
196048,13,75
196049,24,30
196050,38,75
196051,14,10
196052,21,40
196053,15,55
196054,33,90
196055,30,50
196056,18,35
196057,15,55
196058,32,35
196059,19,40
196060,29,20
196061,39,5
196062,49,95
196063,41,30
196064,21,85
196065,30,80
196066,44,85
196067,27,85
196068,34,50
196069,22,80
196070,45,75
196071,19,95
196072,39,90
196073,19,75
196074,26,70
196075,30,65
196076,30,75
196077,33,50
196078,12,20
196079,43,45
196080,14,80
196081,23,95
196082,23,95
196083,47,65
196084,18,30
196085,15,25
196086,23,80
196087,41,80
196088,18,0
196089,32,15
196090,24,60
196091,31,25
196092,45,80
196093,46,80
196094,44,30
196095,33,30
196096,21,20
196097,29,90
196098,32,80
196099,27,5
196100,44,70
196101,41,95
196102,44,70
196103,17,50
196104,36,95
196105,34,20
196106,33,30
196107,36,5
196108,39,30
196109,25,65
196110,49,25
196111,22,60
196112,24,5
196113,28,95
196114,42,50
196115,40,0
196116,37,55
196117,49,85
196118,24,40
196119,36,70
196120,28,95
196121,44,15
196122,44,65
196123,38,85
196124,16,85
196125,10,30
196126,31,0
196127,15,90
196128,24,10
196129,20,80
196130,18,85
196131,38,95
196132,45,20
196133,38,90
196134,33,10
196135,42,65
196136,23,55
196137,29,20
196138,48,15
196139,38,30
196140,30,15
196141,33,80
196142,33,30
196143,18,20
196144,29,85
196145,31,75
196146,45,70
196147,30,5
196148,31,70
196149,35,30
196150,45,15
196151,47,90
196152,14,85
196153,17,35
196154,29,50
196155,23,40
196156,36,0
196157,26,25
196158,12,55
196159,41,60
196160,16,30
196161,28,80
196162,32,80
196163,21,80
196164,36,5
196165,24,95
196166,12,65
196167,28,15
196168,38,5
196169,41,40
196170,24,80
196171,47,85
196172,33,5
196173,44,90
196174,31,10
196175,13,15
196176,41,50
196177,25,70
196178,36,90
196179,31,0
196180,18,65
196181,21,80
196182,24,45
196183,20,40
196184,15,65
196185,37,20
196186,17,65
196187,45,30
196188,25,90
196189,22,50
196190,41,40
196191,47,55
196192,10,30
196193,38,60
196194,18,80
196195,13,30
196196,34,85
196197,29,55
196198,26,50
196199,11,60
196200,46,70
196201,14,40
196202,24,80
196203,33,55
196204,34,75
196205,36,35
196206,24,35
196207,26,0
196208,13,5
196209,27,0
196210,13,65
196211,16,40
196212,20,60
196213,29,75
196214,39,20
196215,10,55
196216,19,30
196217,20,10
196218,32,40
196219,13,85
196220,23,5
196221,37,55
196222,28,80
196223,44,40
196224,23,70
196225,20,80
196226,42,45
196227,25,70
196228,15,80
196229,23,60
196230,10,80
196231,26,60
196232,39,65
196233,43,85
196234,49,65
196235,49,20
196236,18,5
196237,15,30
196238,21,10
196239,17,85
196240,27,60
196241,14,90
196242,35,85
196243,15,75
196244,23,15
196245,30,60
196246,33,40
196247,21,60
196248,19,70
196249,36,10
196250,17,30
196251,21,10
196252,44,95
196253,37,35
196254,48,45
196255,11,40
196256,30,25
196257,44,10
196258,20,35
196259,40,40
196260,28,95
196261,39,80
196262,33,60
196263,24,70
196264,13,20
196265,37,20
196266,12,90
196267,13,0
196268,23,70
196269,14,80
196270,17,50
196271,29,75
